,,,,20XA,,20XB,,20XD,,20VB,,20VC,,20VD,,44XC,,44XD,,44XE,,44VA,,44VC,,44VE,,,
AHKH01000197.1,15343,15858,515,114539,222.4058252,113729,220.8330097,132984,258.2213592,72924,141.6,181811,353.031068,123768,240.3262136,64650,125.5339806,75857,147.2951456,92481,179.5747573,61846,120.0893204,73123,141.9864078,60304,117.0951456,PDENDC454_28420,"""unassigned_transcript_49""; db_xref ""NCBI_GP:EHQ58815.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28420""; note ""COG0377 NADH:ubiquinone oxidoreductase 20 kD subunit and related Fe-S oxidoreductases""; product ""NADH dehydrogenase subunit B""; protein_id ""EHQ58815.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,15846,16211,365,84229,230.7643836,87557,239.8821918,93581,256.3863014,56113,153.7342466,117043,320.6657534,79064,216.6136986,41470,113.6164384,60481,165.7013699,65522,179.5123288,42396,116.1534247,45195,123.8219178,40891,112.030137,PDENDC454_28425,"""unassigned_transcript_50""; db_xref ""NCBI_GP:EHQ58816.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28425""; note ""COG0838 NADH:ubiquinone oxidoreductase subunit 3 (chain A)""; product ""NADH dehydrogenase subunit A""; protein_id ""EHQ58816.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,16681,17100,419,896093,2138.646778,946177,2258.178998,1174653,2803.46778,537695,1283.281623,745021,1778.093079,653479,1559.615752,724404,1728.887828,634653,1514.684964,742131,1771.195704,672128,1604.124105,725859,1732.360382,663967,1584.646778,PDENDC454_28430,"""unassigned_transcript_51""; db_xref ""NCBI_GP:EHQ58817.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28430""; note ""COG0355 F0F1-type ATP synthase, epsilon subunit (mitochondrial delta subunit)""; product ""AtpC""; protein_id ""EHQ58817.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,17171,18574,1403,2085983,1486.801853,2503958,1784.717035,2630108,1874.631504,1538853,1096.830364,1912182,1362.923735,1697424,1209.853172,1394630,994.0342124,1833901,1307.128297,1690980,1205.260157,1233848,879.4354954,2183259,1556.136137,1885954,1344.229508,PDENDC454_28435,"""unassigned_transcript_52""; db_xref ""NCBI_GP:EHQ58818.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28435""; note ""COG0055 F0F1-type ATP synthase, beta subunit""; product ""strongly ATP synthase subunit beta""; protein_id ""EHQ58818.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,18621,19400,779,510315,655.0898588,587177,753.7573813,734056,942.3055199,294006,377.4146341,439690,564.4287548,410112,526.4595635,473694,608.0795892,628162,806.3697047,657608,844.169448,391272,502.2747112,821412,1054.444159,576154,739.6071887,PDENDC454_28440,"""unassigned_transcript_53""; db_xref ""NCBI_GP:EHQ58819.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28440""; note ""COG0224 F0F1-type ATP synthase, gamma subunit""; product ""F0F1 ATP synthase subunit gamma""; protein_id ""EHQ58819.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,19585,21096,1511,1370226,906.8338848,1452511,961.2911979,1370438,906.9741893,703311,465.4606221,998807,661.0238253,818297,541.5598941,793256,524.9874255,1093887,723.9490404,981486,649.5605559,644103,426.2759762,1217774,805.9391132,1011048,669.1250827,PDENDC454_28445,"""unassigned_transcript_54""; db_xref ""NCBI_GP:EHQ58820.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28445""; note ""COG0056 F0F1-type ATP synthase, alpha subunit""; product ""ATP synthase F1 subunit alpha""; protein_id ""EHQ58820.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,21134,21673,539,227229,421.5751391,245293,455.0890538,279183,517.9647495,105394,195.5361781,171721,318.5918367,137070,254.3042672,164437,305.0779221,218062,404.567718,231226,428.9907236,134643,249.8014842,256367,475.6345083,188225,349.2115028,PDENDC454_28450,"""unassigned_transcript_55""; db_xref ""NCBI_GP:EHQ58821.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28450""; note ""COG0712 F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)""; product ""ATP synthase F1 subunit delta""; protein_id ""EHQ58821.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,21673,22155,482,290724,603.1618257,331782,688.3443983,315622,654.8174274,146519,303.9813278,216234,448.6182573,174351,361.7240664,171029,354.8319502,220420,457.3029046,225667,468.1887967,167069,346.6161826,270528,561.2614108,221640,459.8340249,PDENDC454_28455,"""unassigned_transcript_56""; db_xref ""NCBI_GP:EHQ58822.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28455""; note ""COG0711 F0F1-type ATP synthase, subunit b""; product ""ATP synthase F0 subunit beta""; protein_id ""EHQ58822.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,22251,22460,209,181481,868.3301435,184605,883.277512,186779,893.6794258,101525,485.7655502,148797,711.9473684,117773,563.507177,107172,512.784689,143750,687.7990431,157742,754.7464115,121217,579.9856459,169659,811.7655502,132075,631.937799,PDENDC454_28460,"""unassigned_transcript_57""; db_xref ""NCBI_GP:EHQ58823.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28460""; note ""COG0636 F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K""; product ""ATP synthase F0F1 subunit C""; protein_id ""EHQ58823.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,22562,23305,743,408032,549.1682369,431595,580.8815612,424579,571.4387618,238529,321.0349933,385305,518.5800808,288394,388.1480485,204408,275.1117093,278390,374.6837147,359286,483.5612382,240268,323.3755047,290556,391.0578735,211477,284.6258412,PDENDC454_28465,"""unassigned_transcript_58""; db_xref ""NCBI_GP:EHQ58824.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28465""; note ""COG0356 F0F1-type ATP synthase, subunit a""; product ""ATP synthase F0 subunit A""; protein_id ""EHQ58824.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,23378,23752,374,132229,353.5534759,91433,244.473262,117380,313.8502674,51269,137.0828877,100411,268.4786096,65036,173.8930481,54393,145.4358289,71687,191.6764706,115373,308.4839572,96599,258.2860963,65744,175.7860963,46505,124.3449198,PDENDC454_28470,"""unassigned_transcript_59""; db_xref ""NCBI_GP:EHQ58825.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28470""; note ""COG1113 Gamma-aminobutyrate permease and related permeases""; product ""ATP synthase I""; protein_id ""EHQ58825.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,23748,23978,230,58584,254.7130435,47380,206,44294,192.5826087,24801,107.8304348,50865,221.1521739,27986,121.6782609,37983,165.1434783,35083,152.5347826,70982,308.6173913,45207,196.5521739,28954,125.8869565,26922,117.0521739,PDENDC454_28475,"""unassigned_transcript_60""; db_xref ""NCBI_GP:EHQ58826.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28475""; product ""hypothetical protein""; protein_id ""EHQ58826.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,24158,25309,1151,116709,101.3979149,127948,111.1624674,113481,98.59339705,80007,69.51086012,162096,140.8305821,101610,88.27975673,76852,66.76976542,69021,59.96611642,71881,62.45091225,66954,58.17028671,50177,43.59426586,73910,64.21372719,PDENDC454_28480,"""unassigned_transcript_61""; db_xref ""NCBI_GP:EHQ58827.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28480""; note ""COG0381 UDP-N-acetylglucosamine 2-epimerase""; product ""UDP-N-acetylglucosamine 2-epimerase (UDP-GlcNAc-2-epimerase)""; protein_id ""EHQ58827.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,25399,26025,626,76533,122.2571885,77385,123.6182109,73952,118.1341853,46231,73.8514377,81932,130.8817891,59168,94.51757188,30981,49.49041534,27591,44.07507987,36643,58.53514377,28970,46.27795527,19611,31.32747604,27549,44.00798722,PDENDC454_28485,"""unassigned_transcript_62""; db_xref ""NCBI_GP:EHQ58828.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28485""; note ""COG0035 Uracil phosphoribosyltransferase""; product ""uracil phosphoribosyltransferase""; protein_id ""EHQ58828.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,26690,27937,1247,819027,656.797915,854038,684.8740978,655254,525.4643144,569181,456.4402566,990732,794.4923817,606087,486.0360866,348619,279.5661588,472602,378.9911788,474844,380.7890938,317511,254.6198877,449407,360.3905373,507459,406.9438653,PDENDC454_28490,"""unassigned_transcript_63""; db_xref ""NCBI_GP:EHQ58829.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28490""; note ""COG0112 Glycine/serine hydroxymethyltransferase""; product ""glycine hydroxymethyltransferase""; protein_id ""EHQ58829.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,28013,28579,566,177322,313.2897527,207070,365.8480565,162795,287.6236749,168236,297.2367491,333826,589.7985866,170793,301.754417,106254,187.7279152,86991,153.6943463,127708,225.6325088,99041,174.9840989,81964,144.8127208,109116,192.7844523,PDENDC454_28495,"""unassigned_transcript_64""; db_xref ""NCBI_GP:EHQ58830.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28495""; note ""COG4475 Uncharacterized protein conserved in bacteria""; product ""hypothetical protein""; protein_id ""EHQ58830.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,28606,29061,455,128832,283.1472527,120057,263.8615385,124442,273.4989011,100082,219.9604396,203650,447.5824176,121324,266.6461538,80970,177.956044,63849,140.3274725,97885,215.1318681,74276,163.243956,65797,144.6087912,64254,141.2175824,PDENDC454_28500,"""unassigned_transcript_65""; db_xref ""NCBI_GP:EHQ58831.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28500""; note ""COG0698 Ribose 5-phosphate isomerase RpiB""; product ""RpiB/LacA/LacB family sugar-phosphate isomerase""; protein_id ""EHQ58831.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,29084,29296,212,963,4.54245283,3495,16.48584906,2004,9.452830189,887,4.183962264,3148,14.8490566,2915,13.75,1008,4.754716981,1985,9.363207547,2736,12.90566038,3125,14.74056604,1319,6.221698113,2334,11.00943396,PDENDC454_28505,"""unassigned_transcript_66""; db_xref ""NCBI_GP:EHQ58832.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28505""; product ""hypothetical protein""; protein_id ""EHQ58832.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,29451,30041,590,29060,49.25423729,31014,52.56610169,20147,34.14745763,19333,32.76779661,32955,55.8559322,20303,34.41186441,11290,19.13559322,17353,29.41186441,26533,44.97118644,12811,21.71355932,12825,21.73728814,17102,28.98644068,PDENDC454_28510,"""unassigned_transcript_67""; db_xref ""NCBI_GP:EHQ58833.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28510""; note ""COG0394 Protein-tyrosine-phosphatase""; product ""protein tyrosine phosphatase""; protein_id ""EHQ58833.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,30251,30703,452,21437,47.42699115,15460,34.20353982,16856,37.2920354,10323,22.83849558,24121,53.36504425,15085,33.37389381,14818,32.78318584,13688,30.28318584,16711,36.97123894,10877,24.06415929,7610,16.83628319,13468,29.79646018,PDENDC454_28515,"""unassigned_transcript_68""; db_xref ""NCBI_GP:EHQ58834.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28515""; product ""hypothetical protein""; protein_id ""EHQ58834.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,30924,32093,1169,208027,177.9529512,212047,181.3917879,143903,123.0992301,122094,104.4431138,199077,170.2968349,143788,123.0008554,152100,130.1112062,135757,116.1308811,175865,150.4405475,129267,110.5791275,93414,79.90932421,151844,129.8922156,PDENDC454_28520,"""unassigned_transcript_69""; db_xref ""NCBI_GP:EHQ58835.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28520""; note ""COG0009 Putative translation factor (SUA5)""; product ""Sua5/YciO/YrdC/YwlC family protein""; protein_id ""EHQ58835.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,32307,33080,773,6579,8.510996119,1527,1.97542044,2121,2.74385511,505,0.653298836,691,0.893919793,400,0.517464424,8892,11.50323415,11780,15.2393273,23947,30.97930142,12137,15.70116429,6827,8.831824062,6487,8.391979301,PDENDC454_28525,"""unassigned_transcript_70""; db_xref ""NCBI_GP:EHQ58836.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28525""; product ""stage II sporulation protein R""; protein_id ""EHQ58836.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,33348,34328,980,164406,167.7612245,168372,171.8081633,107280,109.4693878,132990,135.7040816,219895,224.3826531,151519,154.6112245,91451,93.31734694,86134,87.89183673,88866,90.67959184,78696,80.30204082,62101,63.36836735,136402,139.1857143,PDENDC454_28530,"""unassigned_transcript_71""; db_xref ""NCBI_GP:EHQ58837.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28530""; note ""COG2890 Methylase of polypeptide chain release factors""; product ""N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase""; protein_id ""EHQ58837.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,34328,35398,1070,94377,88.20280374,105661,98.74859813,79983,74.75046729,60408,56.45607477,110191,102.982243,71857,67.15607477,58114,54.31214953,60272,56.32897196,64386,60.17383178,42721,39.92616822,52433,49.00280374,67242,62.84299065,PDENDC454_28535,"""unassigned_transcript_72""; db_xref ""NCBI_GP:EHQ58838.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28535""; note ""COG0216 Protein chain release factor A""; product ""peptide chain release factor 1""; protein_id ""EHQ58838.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,35523,36620,1097,59831,54.54056518,60455,55.10938924,57553,52.46399271,37447,34.13582498,56148,51.18322698,40780,37.17411121,22660,20.65633546,27410,24.98632634,29634,27.01367366,21280,19.39835916,20710,18.87876026,28130,25.6426618,PDENDC454_28540,"""unassigned_transcript_73""; db_xref ""NCBI_GP:EHQ58839.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28540""; note ""COG0012 Predicted GTPase, probable translation factor""; product ""GTP-binding protein YchF""; protein_id ""EHQ58839.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,37028,37165,137,6688,48.81751825,4021,29.35036496,2350,17.15328467,3225,23.54014599,5008,36.55474453,4569,33.35036496,2953,21.55474453,2678,19.54744526,2950,21.53284672,1572,11.47445255,767,5.598540146,1603,11.70072993,PDENDC454_28545,"""unassigned_transcript_74""; db_xref ""NCBI_GP:EHQ58840.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28545""; product ""hypothetical protein""; protein_id ""EHQ58840.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000197.1,37264,38421,1157,88654,76.62402766,108581,93.84701815,77815,67.25583405,72752,62.87986171,135962,117.5125324,77781,67.22644771,37837,32.70267934,38486,33.26361279,56518,48.84874676,50974,44.05704408,26189,22.63526361,39997,34.56957649,PDENDC454_28550,"""unassigned_transcript_75""; db_xref ""NCBI_GP:EHQ58841.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28550""; product ""hypothetical protein""; protein_id ""EHQ58841.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000196.1,591,2414,1823,169489,92.97257268,167673,91.97641251,116151,63.71420735,114107,62.59297861,181425,99.52002194,129777,71.18869995,88532,48.56390565,73460,40.29621503,89094,48.8721887,76704,42.0756994,70938,38.91278113,91549,50.21886999,PDENDC454_28300,"""unassigned_transcript_76""; db_xref ""NCBI_GP:EHQ58842.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28300""; note ""COG1293 Predicted RNA-binding protein homologous to eukaryotic snRNP""; product ""fibronectin-binding a domain protein""; protein_id ""EHQ58842.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000196.1,2635,5442,2807,30725,10.94584966,13211,4.706448165,31473,11.21232633,4647,1.655504097,5299,1.887780549,5900,2.101888137,122616,43.68222301,116340,41.44638404,186451,66.4235839,50754,18.08122551,63209,22.51834699,46137,16.43640898,PDENDC454_28305,"""unassigned_transcript_77""; db_xref ""NCBI_GP:EHQ58843.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28305""; note ""COG0474 Cation transport ATPase""; product ""HAD superfamily P-type ATPase""; protein_id ""EHQ58843.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000196.1,5670,7568,1898,171487,90.35142255,193379,101.8856691,157920,83.20337197,126577,66.68967334,255464,134.5964173,150753,79.42729189,95945,50.55057956,99256,52.29504742,103696,54.63435195,83651,44.07323498,97203,51.21338251,107327,56.54741834,PDENDC454_28310,"""unassigned_transcript_78""; db_xref ""NCBI_GP:EHQ58844.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28310""; note ""COG0646 Methionine synthase I (cobalamin-dependent), methyltransferase domain""; product ""bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase protein""; protein_id ""EHQ58844.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000196.1,7604,8485,881,188857,214.3666288,154883,175.8036322,145738,165.4233825,100367,113.9239501,199370,226.2996595,143499,162.8819523,89366,101.4370034,96685,109.7446084,145941,165.6538025,100233,113.7718502,63946,72.58342792,65087,73.87854711,PDENDC454_28315,"""unassigned_transcript_79""; db_xref ""NCBI_GP:EHQ58845.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28315""; note ""COG1561 Uncharacterized stress-induced protein""; product ""stress-induced protein""; protein_id ""EHQ58845.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000196.1,8524,8781,257,65927,256.5252918,52637,204.8132296,49816,193.8365759,29583,115.1089494,71405,277.8404669,40793,158.7276265,29621,115.2568093,28960,112.6848249,40628,158.0856031,42572,165.6498054,21261,82.72762646,21957,85.43579767,PDENDC454_28320,"""unassigned_transcript_80""; db_xref ""NCBI_GP:EHQ58846.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28320""; note ""COG2052 Uncharacterized protein conserved in bacteria""; product ""hypothetical protein""; protein_id ""EHQ58846.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000196.1,8786,9373,587,210694,358.9335605,173306,295.2402044,168940,287.802385,110963,189.0340716,227718,387.9352641,128064,218.1669506,102991,175.4531516,100921,171.9267462,154059,262.451448,96491,164.3798978,74697,127.2521295,67901,115.6746167,PDENDC454_28325,"""unassigned_transcript_81""; db_xref ""NCBI_GP:EHQ58847.1""; gbkey ""CDS""; gene ""gmk""; locus_tag ""PDENDC454_28325""; note ""COG0194 Guanylate kinase""; product ""guanylate kinase""; protein_id ""EHQ58847.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000196.1,9690,9890,200,5380,26.9,5555,27.775,2822,14.11,1755,8.775,5663,28.315,3533,17.665,1398,6.99,2867,14.335,3385,16.925,1854,9.27,1144,5.72,2304,11.52,PDENDC454_28330,"""unassigned_transcript_82""; db_xref ""NCBI_GP:EHQ58848.1""; gbkey ""CDS""; gene ""rpoZ""; locus_tag ""PDENDC454_28330""; note ""COG1758 DNA-directed RNA polymerase, subunit K/omega""; product ""DNA-directed RNA polymerase subunit omega""; protein_id ""EHQ58848.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000196.1,10104,11405,1301,55797,42.88777863,63596,48.88239816,49072,37.71867794,39235,30.1575711,78116,60.04304381,50075,38.48962337,28765,22.10991545,31382,24.12144504,39906,30.67332821,27832,21.39277479,24315,18.68946964,32995,25.36126057,PDENDC454_28335,"""unassigned_transcript_83""; db_xref ""NCBI_GP:EHQ58849.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28335""; note ""COG0452 Phosphopantothenoylcysteine synthetase/decarboxylase""; product ""phosphopantothenoylcysteine decarboxylase/phosphopantothenate/cysteine ligase""; protein_id ""EHQ58849.1""; transl_table ""11""; exon_number ""1"";"
AHKH01000196.1,11398,14007,2609,252102,96.62782675,282806,108.3963204,237831,91.15791491,196346,75.25718666,328682,125.980069,227463,87.18397854,163351,62.61057877,187327,71.80030663,212503,81.44998084,119879,45.94825604,133881,51.31506324,175025,67.08509007,PDENDC454_28340,"""unassigned_transcript_84""; db_xref ""NCBI_GP:EHQ58850.1""; gbkey ""CDS""; locus_tag ""PDENDC454_28340""; note ""COG1198 Primosomal protein N' (replication factor Y) - superfamily II helicase""; product ""Primosomal protein N' (Replication factor Y)""; protein_id ""EHQ58850.1""; transl_table ""11""; exon_number ""1"";"
